ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B747 8H0,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8HTF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8HVF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8I,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8JA,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8JK,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KB,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KV,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KZF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8LQ,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8R7F,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8Z5,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 E 4B,B744,1RR007,UNKNOWN,4,B744,B742RR,J
B747SP 09,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 21,B74S,8PW085,JT8D-7A,4,B742,,J
B747SP 21,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 27,B74S,1PW024,JT9D-7J,4,B742,,J
B747SP 27,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 31,B74S,1RR007,RB211-524D4,4,B742,,J
B747SP 31,B74S,8PW085,JT9D-7AH,4,B742,,J
B747SP 31,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 68,B74S,1RR006,RB211-524C2,4,B742,,J
B747SP 86,B74S,1PW022,JT9D-7F,4,B742,,J
B747SP 94,B74S,8PW086,JT9D-7,4,B742,,J
B747SR 46 F SCD,B74R,8PW087,JT9D-7A,4,B742,,J
B747SR 81 F SCD,B74R,3GE068,CF6-45A2,4,B742,,J
B757 204,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 PCF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 208 PCF,B752,5RR038,RB511-535E4,2,B752,B752WRR40,J
B757 208 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 208 WL,B752,5RR038,RB511-535E4,2,B752,B752WRR40,J
B757 212,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 21B,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 21B F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 222 F WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 222 PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 223,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 F,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 F WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 PCF WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 224,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 224 WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 225,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 ASF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 22K,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 22L,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 230,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230F WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 231,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 231 F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 231 F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 231 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 232 PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 232 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 236,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 PF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 PF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 S,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236 SF,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 SF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23A,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23A F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 23A F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23APF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N PCF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23P,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 24APF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 24Q,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 251,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 251 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 256,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 258,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 258 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 25C F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 25F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 260,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 260 PCF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 260PF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 26D,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 26D WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 27A F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 27A PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 27B,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 27B F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 27B WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A ASF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28S,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28S F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 29J,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B6,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B6 PCF WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B7,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2G5,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2G5 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2G5 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2J4,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2K2,B752,5RR038,RB211-535E4-37,2,B752,B752WRR40,J
B757 2K2 WL,B752,5RR038,RB211-535E4-37,2,B752,B752WRR40,J
B757 2M6,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8 F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8 F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Q8 F WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2Q8 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 2Q8 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2T7,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2T7 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Y0 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Z0,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2Z0 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 308 WL,B753,5RR039,RB211-535E4-B-37,2,B753,B753RR,J
B757 330,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 330 WL,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 33N,B753,5RR038,RB211-535E4-C,2,B753,B753RR,J
B757 351 WL,B753,4PW073,PW2043,2,B753,B753RR,J
B757 3CQ,B753,5RR039,RB211-535E4-B-37,2,B753,B753RR,J
B757 3E7,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B757 3E7 WL,B753,5RR039,RB211-535E4-B,2,B753,B753RR,J
B767 201 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 204 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 204 ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 204 ER BDSF,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 205 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 209 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 216 ER,B762,1GE010,CF6-80A,2,B762,B762ERPW56,J
B767 216 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 219 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 219 ER BDSF,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 222,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 222 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 223 BDSF,B762,1GE010,CF6-80A,2,B762,B762ERPW56,J
B767 223 BDSF,B762,1GE012,CF6-80A2,2,B762,B762GE50,J
B767 223 ER,B762,1GE012,CF6-80A2,2,B762,B762ERPW56,J
B767 224 ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 224 ER BDSF,B762,2GE047,CF6-80C2B4F,2,B762,B762GE50,J
B767 231 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 231 ER BDSF,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 232 BDSF,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 233,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 233 ER,B762,1PW026,JT9D-7R4D1,2,B762,B762ERPW56,J
B767 238 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 23B ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 241 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 246,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 24N ER,B762,2GE054,CF6-80C2B7F,2,B762,B762ERPW56,J
B767 258,B762,1PW026,JT9D-7R4D,2,B762,B762GE50,J
B767 258 ER,B762,1PW026,JT9D-7R4D,2,B762,B762ERPW56,J
B767 259 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 25D ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 25E BDSF,B762,2GE046,CF6-80C2B2F,2,B762,B762GE50,J
B767 260 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 266 ER,B762,1PW027,JT9D-7R4E,2,B762,B762ERPW56,J
B767 269 ER,B762,1PW028,JT9D-7R4E4,2,B762,B762ERPW56,J
B767 277,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 27E ER,B762,12PW101,PW4060,2,B762,B762ERPW56,J
B767 27G ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 27G ER,B762,2GE047,CF6-80C2B4F,2,B762,B762ERPW56,J
B767 281 BDSF,B762,1GE010,CF6-80A,2,B762,B762GE50,J
B767 283 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 284 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2AX ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 2B1 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2B7 ER,B762,2GE042,CF6-80C2B2,2,B762,B762ERPW56,J
B767 2DX ER,B762,2GE046,UNKNOWN,2,B762,B762ERPW56,J
B767 2EY TANKER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762GE50,J
B767 2FK ER,B762,01P02GE188,CF6-80C2B6F,2,B762,B762ERPW56,J
B767 2J6 ER,B762,1PW028,JT9D-7R4E4,2,B762,B762ERPW56,J
B767 2J6 ER,B762,1PW042,PW4052,2,B762,B762ERPW56,J
B767 2N0 ER,B762,1PW042,PW4056,2,B762,B762ERPW56,J
B767 2Q8 ER,B762,2GE043,CF6-80C2B4,2,B762,B762ERPW56,J
B767 300 F,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 304 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER F WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 304 ER WL BDSF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 306 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 306 ER BDSF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 316 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 316 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER BDSF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316F ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 316F ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 319 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 319 ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31A ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 31A ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 31B ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31B ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 31K ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 31K ER WL BDSF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 322 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 322 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 322 ER WL,B763,1PW042,PW4052,2,B763,B763ERGE61,J
B767 323,B763,2GE044,CF6-80C2B6,2,B763,B763PW60,J
B767 323 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 323 ER WL BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 ER WL BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 323 ER WL BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 323 WL,B763,2GE044,CF6-80C2B6,2,B763,B763PW60,J
B767 324 ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 324 ER BCF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 324 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 324 ER WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 328 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 328 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 328 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 32K ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 32L ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 32LF,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 32LF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763PW60,J
B767 330 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 330 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 330 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332,B763,1GE012,CF6-80A2,2,B763,B763PW60,J
B767 332 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 332 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 332 WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 333 ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 336,B763,1RR011,RB211-524H,2,B763,B763PW60,J
B767 336 ER,B763,1RR011,RB211-524H,2,B763,B763ERGE61,J
B767 338 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 338 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 33A ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 33A ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 33A ER,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 33A ER,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 33A ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 33A ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 33A ER BDSF,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 33A ER BDSF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 33A ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 33A ER WL,B763,1PW042,PW4056,2,B763,B763ERGE61,J
B767 33P ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 33P ER BCF,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 341 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 341 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 343 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 343 ER WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 346 ER BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 346 ER BCF WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 346F ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 34AF ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34AF ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34G ER WL,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 34P ER,B763,2GE047,CF6-80C2B4F,2,B763,B763ERGE61,J
B767 352 ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 35D ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 35E ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 35H ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 35H ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 360 ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 360 ER BDSF WL,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 360 ER WL,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 366 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36D ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36D ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 36N ER BCF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER BDSF WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 36N ER SF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 36N ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 375 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BCF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER BCF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 375 ER BDSF,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 375 ER BDSF WL,B763,2GE044,CF6-80C2B6,2,B763,B763ERGE61,J
B767 37D ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 37E ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 381 ER,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BCF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 381 ER BDSF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 383 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 383 ER BDSF,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 38A ER,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 38A ER BCF,B763,2GE054,CF6-80C2B7F,2,B763,B763ERGE61,J
B767 38E,B763,2GE046,CF6-80C2B2F,2,B763,B763PW60,J
B767 38E ER,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER BCF WL,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 38E ER BDSF,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER BDSF WL,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 38E ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 39H ER BCF WL,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 39H ER BDSF,B763,01P02GE188,CF6-80C2B6F,2,B763,B763ERGE61,J
B767 3BG ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3BG ER,B763,12PW102,PW4062,2,B763,B763ERGE61,J
B767 3BG ER BCF,B763,12PW101,PW4060,2,B763,B763PW60,J
B767 3BG ER BCF,B763,12PW102,PW4062,2,B763,B763PW60,J
B767 3CB ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3CB ER WL,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3D6 ER,B763,2GE046,CF6-80C2B2F,2,B763,B763ERGE61,J
B767 3DF ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
B767 3G5 ER,B763,12PW101,PW4060,2,B763,B763ERGE61,J
